,Hours,NO1,NO2,NO3,NO4,NO5,NO
15-04-2020,03 - 04,3532,3999,2978,2258,1635,14401
15-04-2020,04 - 05,3567,4022,2965,2311,1631,14496
15-04-2020,05 - 06,3706,4121,2980,2221,1654,14683
15-04-2020,06 - 07,4032,4432,3128,2193,1793,15579
15-04-2020,07 - 08,4382,4667,3291,2351,1921,16612
15-04-2020,08 - 09,4529,4895,3443,2401,1975,17243
15-04-2020,09 - 10,4391,4786,3519,2401,1963,17059
15-04-2020,10 - 11,4237,4669,3607,2394,1918,16825
15-04-2020,11 - 12,4126,4509,3675,2329,1917,16555
15-04-2020,12 - 13,4033,4476,3592,2373,1887,16361
15-04-2020,13 - 14,3907,4429,3373,2374,1887,15970
15-04-2020,14 - 15,3817,4377,3368,2481,1882,15923
15-04-2020,15 - 16,3785,4401,3394,2429,1899,15908
15-04-2020,16 - 17,3771,4392,3376,2409,1915,15863
15-04-2020,17 - 18,3745,4407,3386,2351,1875,15764
15-04-2020,18 - 19,3704,4357,3336,2374,1869,15640
15-04-2020,19 - 20,3701,4376,3353,2417,1843,15692
15-04-2020,20 - 21,3783,4361,3296,2403,1855,15698
15-04-2020,21 - 22,3844,4357,3285,2386,1803,15675
15-04-2020,22 - 23,3689,4203,3302,2380,1750,15324
15-04-2020,23 - 00,3541,4113,3125,2329,1691,14799
16-04-2020,00 - 01,3327,3991,3155,2238,1644,14354
16-04-2020,01 - 02,3159,3902,3293,2224,1644,14222
16-04-2020,02 - 03,3086,3854,3095,2218,1639,13891
16-04-2020,03 - 04,3140,3873,3023,2168,1619,13822
16-04-2020,04 - 05,3245,3898,2974,2204,1642,13963
16-04-2020,05 - 06,3371,4005,3100,2218,1699,14394
16-04-2020,06 - 07,3682,4218,3208,2252,1838,15197
16-04-2020,07 - 08,4022,4404,3330,2333,1966,16055
16-04-2020,08 - 09,4263,4606,3449,2404,1984,16706
16-04-2020,09 - 10,4260,4552,3450,2384,1950,16597
16-04-2020,10 - 11,4186,4489,3453,2378,1968,16474
16-04-2020,11 - 12,4123,4413,3368,2425,1967,16295
16-04-2020,12 - 13,4068,4333,3584,2390,1946,16321
16-04-2020,13 - 14,4016,4346,3501,2381,1936,16180
16-04-2020,14 - 15,3951,4301,3251,2389,1941,15833
16-04-2020,15 - 16,3938,4272,3309,2417,1904,15839
16-04-2020,16 - 17,3942,4154,3408,2395,1886,15785
16-04-2020,17 - 18,3919,4055,3393,2368,1874,15608
16-04-2020,18 - 19,3897,4089,3371,2377,1849,15583
16-04-2020,19 - 20,3876,4185,3342,2367,1861,15630
16-04-2020,20 - 21,3963,4238,3321,2388,1879,15789
16-04-2020,21 - 22,4111,4307,3346,2396,1944,16103
16-04-2020,22 - 23,3930,4191,3444,2372,1901,15838
16-04-2020,23 - 00,3711,4058,3282,2388,1780,15220
17-04-2020,00 - 01,3555,4096,3207,2291,1762,14912
17-04-2020,01 - 02,3442,3984,3191,2246,1717,14579
17-04-2020,02 - 03,3431,4002,3227,2207,1706,14572
17-04-2020,03 - 04,3471,4052,3140,2238,1730,14631
17-04-2020,04 - 05,3542,4059,3195,2272,1760,14827
17-04-2020,05 - 06,3730,4154,3165,2268,1801,15118
17-04-2020,06 - 07,4039,4366,3266,2314,1886,15871
17-04-2020,07 - 08,4410,4627,3404,2415,1986,16843
17-04-2020,08 - 09,4548,4677,3550,2482,2032,17290
17-04-2020,09 - 10,4500,4636,3455,2491,2015,17097
17-04-2020,10 - 11,4396,4622,3545,2430,1978,16972
17-04-2020,11 - 12,4320,4549,3548,2485,1940,16842
17-04-2020,12 - 13,4207,4422,3364,2426,1901,16319
17-04-2020,13 - 14,4105,4354,3504,2438,1877,16278
17-04-2020,14 - 15,3999,4294,3389,2408,1880,15970
17-04-2020,15 - 16,3922,4245,3292,2398,1829,15687
17-04-2020,16 - 17,3875,4196,3216,2315,1783,15385
17-04-2020,17 - 18,3848,4144,3272,2305,1776,15346
17-04-2020,18 - 19,3874,4155,3287,2330,1782,15427
17-04-2020,19 - 20,3883,4214,3340,2374,1824,15636
17-04-2020,20 - 21,3948,4236,3260,2371,1832,15647
17-04-2020,21 - 22,3976,4256,3141,2390,1851,15614
17-04-2020,22 - 23,3852,4182,3113,2357,1806,15310
17-04-2020,23 - 00,3739,4100,3022,2367,1774,15001
18-04-2020,00 - 01,3608,4004,3115,2367,1737,14831
18-04-2020,01 - 02,3519,3936,3058,2345,1708,14566
18-04-2020,02 - 03,3456,3922,3030,2307,1673,14388
18-04-2020,03 - 04,3442,3959,2996,2304,1681,14381
18-04-2020,04 - 05,3502,3985,3028,2289,1695,14499
18-04-2020,05 - 06,3457,4017,3023,2267,1711,14475
18-04-2020,06 - 07,3496,4020,2968,2265,1727,14476
18-04-2020,07 - 08,3655,4090,3023,2304,1765,14837
18-04-2020,08 - 09,3847,4174,3133,2321,1796,15271
18-04-2020,09 - 10,3929,4256,3269,2327,1838,15618
18-04-2020,10 - 11,3959,4285,3148,2369,1820,15581
18-04-2020,11 - 12,3924,4209,3169,2340,1779,15422
18-04-2020,12 - 13,3839,4141,3184,2268,1764,15195
18-04-2020,13 - 14,3725,4045,3091,2292,1748,14900
18-04-2020,14 - 15,3625,4018,3075,2270,1721,14710
18-04-2020,15 - 16,3571,3954,3095,2266,1691,14577
18-04-2020,16 - 17,3546,3966,3088,2234,1696,14530
18-04-2020,17 - 18,3564,3963,3135,2258,1707,14627
18-04-2020,18 - 19,3625,4015,3090,2253,1741,14724
18-04-2020,19 - 20,3644,4073,3107,2273,1751,14848
18-04-2020,20 - 21,3663,4064,3100,2252,1754,14832
18-04-2020,21 - 22,3758,4095,3157,2279,1754,15043
18-04-2020,22 - 23,3672,4082,3162,2250,1741,14907
18-04-2020,23 - 00,3556,4038,3080,2209,1707,14590
19-04-2020,00 - 01,3450,3895,3040,2158,1672,14213
19-04-2020,01 - 02,3351,3795,2984,2115,1647,13892
19-04-2020,02 - 03,3304,3775,2971,2102,1633,13784
19-04-2020,03 - 04,3303,3828,2995,2065,1601,13791
19-04-2020,04 - 05,3360,3866,2997,2049,1649,13920
19-04-2020,05 - 06,3385,3893,3003,2024,1667,13972
19-04-2020,06 - 07,3394,3900,3010,2012,1687,14003
19-04-2020,07 - 08,3384,3888,2995,2065,1698,14030
19-04-2020,08 - 09,3446,3951,3043,2103,1735,14278
19-04-2020,09 - 10,3544,3970,3052,2137,1752,14455
19-04-2020,10 - 11,3592,3963,3056,2185,1686,14482
19-04-2020,11 - 12,3607,3957,3074,2200,1752,14590
19-04-2020,12 - 13,3511,3834,3006,2230,1652,14233
19-04-2020,13 - 14,3406,3743,2981,2286,1618,14033
19-04-2020,14 - 15,3333,3753,2997,2254,1613,13950
19-04-2020,15 - 16,3306,3721,3005,2243,1652,13927
19-04-2020,16 - 17,3372,3628,3105,2253,1678,14037
19-04-2020,17 - 18,3647,3532,3207,2245,1669,14301
19-04-2020,18 - 19,3395,3847,2995,2295,1684,14216
19-04-2020,19 - 20,3443,3871,3027,2310,1698,14348
19-04-2020,20 - 21,3508,3923,3039,2296,1703,14470
19-04-2020,21 - 22,3583,3948,3056,2307,1735,14629
19-04-2020,22 - 23,3538,3919,3029,2291,1698,14474
19-04-2020,23 - 00,3296,3797,2985,2261,1667,14007
20-04-2020,00 - 01,3099,3775,2931,2222,1601,13628
20-04-2020,01 - 02,3041,3734,2901,2193,1553,13422
20-04-2020,02 - 03,3020,3682,2841,2152,1531,13225
20-04-2020,03 - 04,3038,3718,2845,2129,1553,13283
20-04-2020,04 - 05,3083,3769,2856,2139,1569,13416
20-04-2020,05 - 06,3269,3847,2934,2161,1658,13869
20-04-2020,06 - 07,3612,3978,3034,2163,1747,14534
20-04-2020,07 - 08,3954,4522,3227,2278,1863,15843
20-04-2020,08 - 09,4128,4492,3349,2327,1879,16175
20-04-2020,09 - 10,4089,4459,3324,2338,1851,16060
20-04-2020,10 - 11,4003,4365,3314,2380,1793,15855
20-04-2020,11 - 12,3920,4283,3200,2341,1754,15498
20-04-2020,12 - 13,3819,4211,3169,2225,1657,15081
20-04-2020,13 - 14,3747,4130,3161,2290,1592,14920
20-04-2020,14 - 15,3644,4143,3171,2284,1675,14917
20-04-2020,15 - 16,3572,4102,3140,2314,1648,14776
20-04-2020,16 - 17,3566,4049,3070,2310,1641,14636
20-04-2020,17 - 18,3514,3995,3023,2273,1618,14423
20-04-2020,18 - 19,3481,3981,2987,2230,1612,14291
20-04-2020,19 - 20,3470,3999,3007,2214,1615,14304
20-04-2020,20 - 21,3515,3997,3036,2223,1627,14397
20-04-2020,21 - 22,3591,4089,3048,2224,1673,14626
20-04-2020,22 - 23,3428,4036,3019,2219,1626,14327
20-04-2020,23 - 00,3219,3948,2936,2129,1572,13804
21-04-2020,00 - 01,3055,3526,2858,2029,1518,12987
21-04-2020,01 - 02,2939,3468,2849,1987,1478,12721
21-04-2020,02 - 03,2897,3490,2854,1965,1459,12665
21-04-2020,03 - 04,2908,3553,2867,1952,1475,12757
21-04-2020,04 - 05,2941,3677,2890,1981,1523,13011
21-04-2020,05 - 06,3069,3873,2919,2038,1569,13466
21-04-2020,06 - 07,3381,4240,3024,2123,1655,14424
21-04-2020,07 - 08,3635,4341,3177,2276,1749,15179
21-04-2020,08 - 09,3860,4392,3248,2299,1789,15589
21-04-2020,09 - 10,3779,4278,3251,2298,1725,15331
21-04-2020,10 - 11,3724,4123,3168,2294,1646,14955
21-04-2020,11 - 12,3623,4115,3163,2239,1697,14836
21-04-2020,12 - 13,3578,4057,3115,2179,1626,14555
21-04-2020,13 - 14,3500,3994,3100,2285,1608,14487
21-04-2020,14 - 15,3437,3956,3063,2274,1591,14321
21-04-2020,15 - 16,3420,3948,3051,2289,1567,14276
21-04-2020,16 - 17,3425,3912,3036,2255,1581,14209
21-04-2020,17 - 18,3336,3884,2943,2211,1583,13958
21-04-2020,18 - 19,3282,3911,2933,2191,1539,13857
21-04-2020,19 - 20,3288,3921,2941,2219,1555,13924
21-04-2020,20 - 21,3322,3968,2974,2206,1576,14047
21-04-2020,21 - 22,3436,4013,2997,2266,1605,14316
21-04-2020,22 - 23,3314,3926,2988,2275,1553,14055
21-04-2020,23 - 00,3061,3776,2897,2170,1543,13448
22-04-2020,00 - 01,2867,3631,2873,2173,1449,12992
22-04-2020,01 - 02,2785,3543,2825,2119,1445,12717
22-04-2020,02 - 03,2745,3494,2820,2158,1416,12632
22-04-2020,03 - 04,2752,3530,2839,2128,1434,12683
22-04-2020,04 - 05,2799,3606,2861,2139,1436,12840
22-04-2020,05 - 06,2938,3713,2902,2156,1502,13212
22-04-2020,06 - 07,3254,3931,3039,2214,1601,14039
22-04-2020,07 - 08,3608,4152,3209,2322,1641,14932
22-04-2020,08 - 09,3770,4206,3243,2355,1711,15285
22-04-2020,09 - 10,3767,4155,3221,2363,1730,15236
22-04-2020,10 - 11,3699,4073,3206,2356,1709,15043
22-04-2020,11 - 12,3625,4004,3173,2347,1696,14844
22-04-2020,12 - 13,3560,3948,3137,2321,1653,14618
22-04-2020,13 - 14,3500,3898,3083,2318,1617,14416
22-04-2020,14 - 15,3454,3880,3095,2319,1603,14351
22-04-2020,15 - 16,3416,3845,2997,2327,1571,14155
22-04-2020,16 - 17,3387,3970,3086,2292,1614,14349
22-04-2020,17 - 18,3335,3893,2980,2270,1564,14041
22-04-2020,18 - 19,3273,3794,2924,2231,1554,13775
22-04-2020,19 - 20,3271,3813,2946,2187,1561,13778
22-04-2020,20 - 21,3321,3838,2948,2233,1583,13923
22-04-2020,21 - 22,3341,3898,2996,2233,1596,14065
22-04-2020,22 - 23,3224,3856,3000,2231,1593,13903
22-04-2020,23 - 00,3018,3714,2916,2182,1535,13364
23-04-2020,00 - 01,2816,3641,2912,2171,1483,13023
23-04-2020,01 - 02,2744,3564,2875,2139,1446,12767
23-04-2020,02 - 03,2714,3567,2869,2125,1443,12718
23-04-2020,03 - 04,2729,3590,2883,2117,1446,12765
23-04-2020,04 - 05,2768,3612,2908,2090,1453,12830
23-04-2020,05 - 06,2861,3668,2929,2110,1481,13049
23-04-2020,06 - 07,3160,3822,3049,2187,1564,13783
23-04-2020,07 - 08,3518,4110,3216,2297,1709,14850
23-04-2020,08 - 09,3674,4212,3298,2368,1758,15309
23-04-2020,09 - 10,3695,4165,3293,2395,1764,15311
23-04-2020,10 - 11,3610,4080,3280,2369,1774,15113
23-04-2020,11 - 12,3573,3988,3321,2384,1731,14997
23-04-2020,12 - 13,3520,3903,3364,2334,1706,14827
23-04-2020,13 - 14,3479,4031,3327,2302,1709,14849
23-04-2020,14 - 15,3407,4003,3320,2322,1665,14716
23-04-2020,15 - 16,3380,3905,3320,2329,1668,14602
23-04-2020,16 - 17,3356,3945,3291,2340,1654,14585
23-04-2020,17 - 18,3314,3945,3200,2292,1623,14375
23-04-2020,18 - 19,3276,3906,3120,2278,1623,14203
23-04-2020,19 - 20,3301,3980,3174,2306,1636,14398
23-04-2020,20 - 21,3345,3992,3177,2313,1641,14468
23-04-2020,21 - 22,3419,3969,3188,2290,1658,14523
23-04-2020,22 - 23,3290,3937,3154,2304,1626,14310
23-04-2020,23 - 00,3035,3846,3006,2252,1557,13697
24-04-2020,00 - 01,2756,3763,2980,2191,1538,13228
24-04-2020,01 - 02,2635,3663,2910,2159,1491,12859
24-04-2020,02 - 03,2575,3574,2858,2135,1479,12620
24-04-2020,03 - 04,2642,3613,2828,2101,1480,12663
24-04-2020,04 - 05,2682,3639,2860,2110,1471,12763
24-04-2020,05 - 06,2746,3708,2873,2114,1510,12951
24-04-2020,06 - 07,3013,4060,3089,2133,1560,13855
24-04-2020,07 - 08,3449,4267,3205,2250,1705,14876
24-04-2020,08 - 09,3729,4317,3293,2330,1777,15445
24-04-2020,09 - 10,3763,4209,3284,2319,1774,15348
24-04-2020,10 - 11,3744,4163,3292,2337,1779,15315
24-04-2020,11 - 12,3694,4170,3231,2272,1752,15118
24-04-2020,12 - 13,3658,4159,3123,2320,1722,14982
24-04-2020,13 - 14,3627,4125,3138,2279,1687,14856
24-04-2020,14 - 15,3596,4082,3146,2303,1683,14810
24-04-2020,15 - 16,3575,3992,3079,2240,1651,14536
24-04-2020,16 - 17,3591,4042,3057,2223,1619,14531
24-04-2020,17 - 18,3580,3951,3075,2193,1626,14425
24-04-2020,18 - 19,3559,4036,3113,2190,1624,14521
24-04-2020,19 - 20,3542,4068,3073,2180,1631,14494
24-04-2020,20 - 21,3508,3995,3025,2161,1671,14360
24-04-2020,21 - 22,3470,4012,3061,2174,1625,14341
24-04-2020,22 - 23,3373,3954,3006,2201,1642,14176
24-04-2020,23 - 00,3221,3871,2884,2165,1589,13730
25-04-2020,00 - 01,3044,3769,2909,2136,1578,13435
25-04-2020,01 - 02,2938,3722,2875,2126,1552,13214
25-04-2020,02 - 03,2972,3696,2885,2150,1547,13250
25-04-2020,03 - 04,2990,3573,2855,2146,1556,13119
25-04-2020,04 - 05,2978,3719,2793,2121,1602,13212
25-04-2020,05 - 06,2928,3749,2790,2118,1590,13175
25-04-2020,06 - 07,3014,3772,2757,2124,1572,13237
25-04-2020,07 - 08,3112,3863,2796,2136,1600,13508
25-04-2020,08 - 09,3273,3938,2911,2191,1644,13956
25-04-2020,09 - 10,3400,4024,2967,2306,1687,14383
25-04-2020,10 - 11,3455,4075,3013,2280,1697,14520
25-04-2020,11 - 12,3460,4012,3092,2246,1679,14489
25-04-2020,12 - 13,3400,3904,3062,2241,1630,14237
25-04-2020,13 - 14,3313,3864,3011,2247,1591,14026
25-04-2020,14 - 15,3273,3830,2945,2248,1550,13846
25-04-2020,15 - 16,3220,3722,2883,2228,1543,13595
25-04-2020,16 - 17,3216,3808,3005,2227,1529,13785
25-04-2020,17 - 18,3229,3863,3032,2238,1578,13939
25-04-2020,18 - 19,3231,3942,3072,2246,1652,14143
25-04-2020,19 - 20,3256,3934,3126,2246,1681,14244
25-04-2020,20 - 21,3272,3952,3085,2240,1694,14243
25-04-2020,21 - 22,3315,3987,3047,2237,1700,14287
25-04-2020,22 - 23,3252,3958,3016,2214,1629,14069
25-04-2020,23 - 00,3166,3833,2995,2180,1564,13738
26-04-2020,00 - 01,3075,3704,2911,2157,1511,13357
26-04-2020,01 - 02,2946,3677,2801,2122,1487,13032
26-04-2020,02 - 03,2922,3668,2804,2104,1460,12958
26-04-2020,03 - 04,2979,3668,2815,2098,1463,13023
26-04-2020,04 - 05,2934,3693,2808,2099,1470,13004
26-04-2020,05 - 06,2872,3729,2768,2073,1474,12917
26-04-2020,06 - 07,2909,3734,2789,2109,1475,13016
26-04-2020,07 - 08,2975,3820,2745,2095,1501,13137
26-04-2020,08 - 09,3051,3910,2872,2135,1552,13520
26-04-2020,09 - 10,3160,3997,3017,2196,1595,13965
26-04-2020,10 - 11,3271,4035,3061,2219,1637,14223
26-04-2020,11 - 12,3327,4033,3049,2220,1646,14274
26-04-2020,12 - 13,3275,4014,2996,2212,1645,14141
26-04-2020,13 - 14,3205,3981,2988,2265,1625,14064
26-04-2020,14 - 15,3158,3977,2976,2239,1653,14002
26-04-2020,15 - 16,3185,3861,2964,2236,1677,13924
26-04-2020,16 - 17,3262,3974,3027,2222,1676,14162
26-04-2020,17 - 18,3296,4027,3041,2237,1698,14299
26-04-2020,18 - 19,3321,4085,3121,2214,1710,14450
26-04-2020,19 - 20,3359,4067,3070,2219,1693,14408
26-04-2020,20 - 21,3399,4114,3104,2258,1698,14574
26-04-2020,21 - 22,3457,4190,3124,2248,1710,14727
26-04-2020,22 - 23,3371,4081,3098,2273,1676,14499
26-04-2020,23 - 00,3168,3926,3030,2218,1632,13973
27-04-2020,00 - 01,2950,3800,2972,2157,1620,13499
27-04-2020,01 - 02,2818,3721,2956,2150,1593,13237
27-04-2020,02 - 03,2767,3695,2917,2143,1584,13106
27-04-2020,03 - 04,2769,3705,2923,2082,1566,13044
27-04-2020,04 - 05,2793,3750,2915,2107,1590,13154
27-04-2020,05 - 06,2887,3814,2957,2165,1620,13443
27-04-2020,06 - 07,3247,4097,3137,2238,1685,14404
27-04-2020,07 - 08,3819,4420,3321,2337,1821,15717
27-04-2020,08 - 09,4062,4618,3332,2380,1882,16275
27-04-2020,09 - 10,4166,4668,3274,2373,1922,16403
27-04-2020,10 - 11,4222,4488,3257,2351,1909,16226
27-04-2020,11 - 12,4260,4490,3259,2341,1892,16242
27-04-2020,12 - 13,4335,4556,3228,2322,1884,16325
27-04-2020,13 - 14,4347,4424,3237,2311,1887,16206
27-04-2020,14 - 15,4366,4331,3222,2266,1895,16079
27-04-2020,15 - 16,4332,4329,3227,2286,1854,16027
27-04-2020,16 - 17,4370,4344,3205,2288,1846,16053
27-04-2020,17 - 18,4310,4286,3228,2275,1808,15907
27-04-2020,18 - 19,4219,4218,3146,2267,1780,15630
27-04-2020,19 - 20,4158,4184,3206,2254,1762,15564
27-04-2020,20 - 21,4144,4235,3220,2268,1784,15651
27-04-2020,21 - 22,4121,4291,3186,2254,1800,15650
27-04-2020,22 - 23,3898,4190,3145,2240,1764,15236
27-04-2020,23 - 00,3644,3998,3051,2229,1708,14630
28-04-2020,00 - 01,3453,3904,2934,2141,1681,14113
28-04-2020,01 - 02,3321,3853,2901,2108,1673,13855
28-04-2020,02 - 03,3274,3804,2870,2094,1637,13678
28-04-2020,03 - 04,3286,3824,2907,2107,1638,13762
28-04-2020,04 - 05,3307,3916,2962,2098,1657,13940
28-04-2020,05 - 06,3394,3993,2956,2058,1675,14076
28-04-2020,06 - 07,3774,4207,3094,2166,1758,14998
28-04-2020,07 - 08,4296,4482,3273,2309,1878,16237
28-04-2020,08 - 09,4560,4595,3361,2320,1891,16726
28-04-2020,09 - 10,4571,4531,3327,2336,1865,16629
28-04-2020,10 - 11,4566,4513,3273,2307,1846,16505
28-04-2020,11 - 12,4500,4510,3228,2304,1828,16370
28-04-2020,12 - 13,4427,4532,3240,2258,1730,16186
28-04-2020,13 - 14,4311,4493,3205,2277,1837,16123
28-04-2020,14 - 15,4235,4493,3220,2269,1782,15999
28-04-2020,15 - 16,4210,4464,3179,2273,1801,15927
28-04-2020,16 - 17,4242,4438,3163,2252,1808,15903
28-04-2020,17 - 18,4192,4391,3114,2229,1791,15717
28-04-2020,18 - 19,4118,4375,3102,2205,1796,15596
28-04-2020,19 - 20,4095,4380,3115,2200,1803,15593
28-04-2020,20 - 21,4086,4383,3113,2234,1793,15608
28-04-2020,21 - 22,4082,4385,3126,2239,1805,15636
28-04-2020,22 - 23,3980,4312,3122,2264,1778,15455
28-04-2020,23 - 00,3769,4151,3008,2219,1711,14857
29-04-2020,00 - 01,3572,4023,2892,2128,1641,14257
29-04-2020,01 - 02,3447,3940,2867,2102,1609,13965
29-04-2020,02 - 03,3389,3944,2875,2023,1605,13836
29-04-2020,03 - 04,3403,4032,2909,2006,1601,13951
29-04-2020,04 - 05,3458,4082,2924,2057,1627,14147
29-04-2020,05 - 06,3539,4110,2897,2102,1672,14319
29-04-2020,06 - 07,3945,4230,2919,2167,1749,15010
29-04-2020,07 - 08,4412,4436,3083,2258,1889,16077
29-04-2020,08 - 09,4510,4591,3177,2218,1968,16464
29-04-2020,09 - 10,4368,4588,3207,2205,1969,16336
29-04-2020,10 - 11,4233,4512,3164,2193,1951,16053
29-04-2020,11 - 12,4196,4386,3159,2183,1917,15840
29-04-2020,12 - 13,4199,4343,3144,2158,1861,15704
29-04-2020,13 - 14,4179,4288,3160,2185,1856,15667
29-04-2020,14 - 15,4117,4311,3172,2191,1854,15645
29-04-2020,15 - 16,4101,4400,3225,2210,1812,15747
29-04-2020,16 - 17,4113,4333,3227,2201,1800,15673
29-04-2020,17 - 18,4082,4253,3171,2162,1770,15439
29-04-2020,18 - 19,4021,4264,3122,2113,1746,15265
29-04-2020,19 - 20,3998,4348,3078,2151,1757,15331
29-04-2020,20 - 21,4000,4383,3086,2174,1761,15405
29-04-2020,21 - 22,3987,4414,3098,2163,1794,15455
29-04-2020,22 - 23,3882,4310,3078,2149,1786,15205
29-04-2020,23 - 00,3646,4132,3010,2124,1717,14630
30-04-2020,00 - 01,3410,4054,2810,2057,1669,14001
30-04-2020,01 - 02,3286,3978,2758,2064,1596,13682
30-04-2020,02 - 03,3247,3910,2759,2078,1577,13571
30-04-2020,03 - 04,3254,3921,2785,2047,1579,13586
30-04-2020,04 - 05,3310,3992,2806,2068,1588,13764
30-04-2020,05 - 06,3402,4099,2746,2053,1615,13915
30-04-2020,06 - 07,3753,4314,2989,2101,1689,14844
30-04-2020,07 - 08,4153,4504,3043,2210,1783,15692
30-04-2020,08 - 09,4317,4701,3170,2264,1847,16298
30-04-2020,09 - 10,4305,4735,3159,2220,1852,16271
30-04-2020,10 - 11,4308,4756,3087,2174,1828,16153
30-04-2020,11 - 12,4290,4805,3005,2181,1789,16069
30-04-2020,12 - 13,4276,4769,2975,2171,1804,15996
30-04-2020,13 - 14,4221,4842,2891,2188,1796,15938
30-04-2020,14 - 15,4158,4743,2975,2182,1794,15853
30-04-2020,15 - 16,4147,4815,2970,2183,1766,15880
30-04-2020,16 - 17,4173,4691,3004,2152,1789,15809
30-04-2020,17 - 18,4168,4635,2982,2114,1809,15707
30-04-2020,18 - 19,4175,4619,2936,2094,1819,15643
30-04-2020,19 - 20,4176,4645,2941,2053,1826,15641
30-04-2020,20 - 21,4150,4610,2987,2044,1832,15622
30-04-2020,21 - 22,4049,4595,3009,2032,1842,15528
30-04-2020,22 - 23,3861,4435,2951,2023,1790,15058
30-04-2020,23 - 00,3684,4230,2975,2029,1743,14661
1/5/20,00 - 01,3531,4123,2872,2001,1702,14229
1/5/20,01 - 02,3452,4096,2814,1978,1660,13998
1/5/20,02 - 03,3355,4072,2844,1973,1630,13873
1/5/20,03 - 04,3310,4051,2821,1956,1613,13750
1/5/20,04 - 05,3302,4036,2850,1967,1592,13747
1/5/20,05 - 06,3326,4024,2816,1996,1536,13697
1/5/20,06 - 07,3404,4028,2823,2015,1531,13800
1/5/20,07 - 08,3628,4142,2877,2054,1628,14329
1/5/20,08 - 09,3771,4328,2971,2095,1649,14814
1/5/20,09 - 10,3941,4405,3014,2084,1731,15175
1/5/20,10 - 11,4068,4519,3061,2072,1803,15523
1/5/20,11 - 12,4076,4453,3129,2068,1815,15541
1/5/20,12 - 13,3975,4315,3085,2027,1804,15205
1/5/20,13 - 14,3889,4240,3116,2024,1778,15047
1/5/20,14 - 15,3798,4201,3018,1973,1755,14745
1/5/20,15 - 16,3692,4129,2902,1949,1745,14417
1/5/20,16 - 17,3668,4102,3003,1934,1770,14476
1/5/20,17 - 18,3657,4124,3047,1939,1766,14532
1/5/20,18 - 19,3651,4129,2937,1968,1775,14459
1/5/20,19 - 20,3639,4142,2963,1985,1778,14508
1/5/20,20 - 21,3595,4114,2972,1989,1775,14444
1/5/20,21 - 22,3590,4090,2941,1979,1790,14388
1/5/20,22 - 23,3518,4078,2964,2003,1755,14317
1/5/20,23 - 00,3387,4017,2930,1994,1695,14024
2/5/20,00 - 01,3239,3851,2867,2054,1659,13669
2/5/20,01 - 02,3107,3810,2901,2034,1615,13467
2/5/20,02 - 03,3050,3800,2813,2005,1595,13264
2/5/20,03 - 04,3023,3816,2832,1984,1598,13253
2/5/20,04 - 05,3077,3835,2842,1994,1591,13338
2/5/20,05 - 06,3073,3849,2835,2000,1595,13353
2/5/20,06 - 07,3129,3888,2852,1970,1595,13434
2/5/20,07 - 08,3211,3934,2895,2002,1609,13650
